Start Time,Vessel Name,Total Power Consumption (MW),Power Galley 1 (MW),Power Galley 2 (MW),Power Service (MW),HVAC Chiller 1 Power (MW),HVAC Chiller 2 Power (MW),HVAC Chiller 3 Power (MW),Scrubber Power (MW),Propulsion Power (MW),Port Side Propulsion Power (MW),Starboard Side Propulsion Power (MW),Bow Thruster 1 Power (MW),Bow Thruster 2 Power (MW),Bow Thruster 3 Power (MW),Stern Thruster 1 Power (MW),Stern Thruster 2 Power (MW)
2023-01-01 08:00:00,Vessel 1,64.82189999999999,0.0078,0.7093,50.4381,6.1435,0.0,4.0985,2.1481,0.48,0.24,0.24,0.0,0.3166,0.0,0.0,0.0
2023-01-01 08:00:00,Vessel 2,62.4258,0.3124,1.8608,50.8175,0.0,0.0,6.6002,1.8749,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 09:00:00,Vessel 1,63.283199999999994,0.4215,1.096,48.8931,6.1322,0.0,3.9356999999999998,1.8447,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 09:00:00,Vessel 2,66.7936,0.8140000000000001,3.1245000000000003,53.1317,0.0,0.0,6.8814,1.882,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 10:00:00,Vessel 1,64.56909999999999,0.1815,0.881,50.5325,6.1747,0.0,3.9920999999999998,1.8473,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 10:00:00,Vessel 2,66.26719999999999,1.2035,2.2259,53.1277,0.0,0.0,6.8701,1.88,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 11:00:00,Vessel 1,64.8397,0.4197,0.2334,50.987,6.1784,0.0,4.2137,1.8475,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 11:00:00,Vessel 2,65.68539999999999,1.1723,1.5623,52.7895,0.0,0.0,7.3219,1.8794,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 12:00:00,Vessel 1,68.6458,0.1541,1.8136999999999999,53.1735,6.2092,0.0,4.4884,1.8469,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 12:00:00,Vessel 2,64.0071,0.4058,1.3314,52.0994,0.0,0.0,7.3242,1.8863,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 13:00:00,Vessel 1,71.13649999999998,0.2603,2.491,54.2845,6.2121,0.0,5.0816,1.847,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 13:00:00,Vessel 2,63.590700000000005,0.2807,1.2564,52.0494,0.0,0.0,7.1610000000000005,1.8832,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 14:00:00,Vessel 1,72.1458,0.3083,2.1722,55.1763,6.1987,0.0,5.4818999999999996,1.8484,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 14:00:00,Vessel 2,63.0892,0.6966,0.9837,51.437799999999996,0.0,0.0,7.1305,1.8806,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 15:00:00,Vessel 1,71.399,0.2487,1.6481000000000001,54.858200000000004,6.1913,0.0,5.6424,1.8502999999999998,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 15:00:00,Vessel 2,62.8245,1.0129,1.0279,50.8031,0.0,0.0,7.1428,1.8778,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 16:00:00,Vessel 1,72.817,0.5502,1.684,55.6551,6.2268,0.0,5.8935,1.8474,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 16:00:00,Vessel 2,66.38649999999998,1.4747,2.0491,52.8959,0.0,0.0,7.1232,1.8836,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,Vessel 1,73.3352,0.9168,1.3632,55.93,6.2311,0.0,6.0839,1.8502,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,Vessel 2,65.21289999999999,0.6319,1.889,52.7183,0.0,0.0,7.1323,1.8814,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,Vessel 1,72.53299999999999,1.0108,0.8098000000000001,55.5019,6.1945,0.0,6.2067,1.8493,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,Vessel 2,64.2109,0.2197,1.7986,52.2359,0.0,0.0,7.1214,1.8753,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,Vessel 1,71.51119999999999,0.4393,1.3349,54.5257,6.1913,0.0,6.2126,1.8474,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,Vessel 2,67.08099999999999,0.30610000000000004,1.9077,54.8154,0.0,0.0,7.1546,1.9372,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,Vessel 1,75.8035,0.622,1.4723,58.5621,6.1314,0.0,5.8926,2.1631,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,Vessel 2,69.5665,0.9272,2.0746,56.394,0.0,0.0,7.1686,2.0421,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,Vessel 1,84.99539999999999,0.20579999999999998,1.7812000000000001,63.1392,6.1922,0.0,5.6167,2.352,1.4931,0.9185,0.5746,0.0,0.8142,1.1754,0.3853,0.34719999999999995
2023-01-01 21:00:00,Vessel 2,67.2127,0.8648,1.6522999999999999,54.4947,0.0,0.0,7.2153,2.0256,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,Vessel 1,232.2492,0.7994,2.0788,78.0587,6.2251,0.0,5.6333,3.7688,62.4239,31.5579,30.865099999999998,0.0,4.0329,4.2871,1.2582,1.26
2023-01-01 22:00:00,Vessel 2,102.21130000000002,0.37,0.4157,69.8515,0.0,0.0,7.2783,3.4194,5.7013,3.1772,2.524,0.0,3.1992,2.8983000000000003,1.6982,1.6782
2023-01-01 23:00:00,Vessel 1,309.5214,0.9076,2.4978,68.97,6.1503,0.0,5.7265,3.7829,110.7436,57.0711,53.6716,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,Vessel 2,158.8166,0.1008,0.6209,59.128,0.0,0.0,7.3429,3.1456,43.6245,22.522499999999997,21.1017,0.0,0.6355999999999999,0.5588,0.0173,0.018
2023-01-02 00:00:00,Vessel 1,306.5188,0.6516,2.05,72.3903,6.1375,0.0,5.2645,8.5397,105.7428,54.3604,51.382,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,Vessel 2,168.93630000000002,0.1441,0.152,58.8544,0.0,0.0,6.8238,4.6105,49.176,25.952,23.2235,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,Vessel 1,304.2339,0.8379,1.0003,71.6918,6.1601,0.0,4.9974,10.0799,104.7333,54.4768,50.2564,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,Vessel 2,168.006,0.0294,0.256,57.8371,0.0,0.0,6.5099,4.822900000000001,49.2748,25.9959,23.28,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,Vessel 1,302.5386,0.6493,0.6856,70.5081,6.151,0.0,4.8698,10.0783,104.79849999999999,54.3993,50.3987,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,Vessel 2,164.04629999999997,0.12279999999999999,0.1923,54.2792,0.0,0.0,6.4752,2.3357,50.3208,26.480900000000002,23.839399999999998,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,Vessel 1,303.6282,0.0629,0.7131,69.2566,6.1507000000000005,0.0,4.8349,10.0745,106.2679,55.5052,50.7624,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,Vessel 2,259.8304,0.0011,0.0712,54.9916,0.0,0.0,6.6181,0.7011000000000001,98.7234,50.9811,47.7428,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,Vessel 1,305.1131,0.0805,0.6448,68.1632,6.1414,0.0,4.5411,10.0792,107.7316,56.946799999999996,50.7845,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,Vessel 2,351.2631,0.011,0.4264,65.1505,0.0,0.0,7.0383000000000004,8.3124,135.1626,64.6017,70.5602,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,Vessel 1,303.274,0.014100000000000001,0.4454,66.6234,6.1648,0.0,4.2774,10.075,107.8366,56.696600000000004,51.1407,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,Vessel 2,374.4882,0.0374,0.9903,67.2431,0.0,0.0,7.2305,9.085,144.9513,69.1291,75.8215,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,Vessel 1,304.8991,0.0152,0.2376,66.2769,6.164,0.0,4.337,10.067499999999999,108.9003,57.1847,51.7159,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,Vessel 2,374.77799999999996,0.1739,0.5813,68.9308,0.0,0.0,7.4253,9.0587,144.3037,68.9417,75.3626,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,Vessel 1,301.2928,0.0095,0.5154,64.8609,6.1547,0.0,4.0029,10.061,107.8442,56.6107,51.2335,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,Vessel 2,373.809,0.2435,0.4245,70.7887,0.0,0.0,7.463,9.0807,142.9042,68.243,74.6614,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,Vessel 1,302.499,0.0412,0.7965,61.1871,6.1845,0.0,3.963,7.9884,111.1692,55.7518,55.4173,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,Vessel 2,351.9665,0.4589,1.8608,72.1001,0.0,0.0,7.3951,9.0075,130.5719,62.6452,67.927,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,Vessel 1,372.17550000000006,0.2547,0.8529,61.1877,6.1701,0.0,3.8181,3.8681,148.0122,74.4525,73.5592,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,Vessel 2,165.4554,0.8456,2.6973000000000003,68.1166,0.0,0.0,7.3012,5.6701,40.4126,20.8243,19.587699999999998,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00,Vessel 1,162.05790000000002,0.3772,0.9688,76.232,6.0903,0.0,3.7733,3.7159999999999997,30.971899999999998,15.2332,15.7389,0.0,3.8076,0.0,2.5155,2.6332
2023-01-02 10:00:00,Vessel 2,579.1441,0.36769999999999997,3.2623,80.6391,0.0,0.0,7.2148,9.5601,239.04989999999998,121.5752,117.475,0.0,0.0,0.0,0.0,0.0
2023-01-02 11:00:00,Vessel 1,86.96289999999998,0.3976,0.4546,66.1991,6.0743,0.0,3.8119,2.9148,0.7345,0.3665,0.368,0.0,3.0317,0.0,1.2983,1.3115999999999999
2023-01-02 11:00:00,Vessel 2,657.7245,0.268,2.2171,82.6191,0.0,0.0,7.2116,11.0571,277.1757,140.3055,136.8704,0.0,0.0,0.0,0.0,0.0
2023-01-02 12:00:00,Vessel 1,71.0302,0.286,2.378,54.5773,6.1669,0.0,4.8484,1.8136,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 12:00:00,Vessel 2,654.875,0.2018,2.1729,83.3682,0.0,0.0,7.2246,11.1384,275.3842,139.5161,135.8688,0.0,0.0,0.0,0.0,0.0
2023-01-02 13:00:00,Vessel 1,73.096,0.3209,3.2832,55.161100000000005,6.0899,0.0,5.4195,1.8614,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 13:00:00,Vessel 2,659.688,1.0503,2.292,84.4392,0.0,0.0,7.2997,11.1354,276.7361,139.4476,137.2877,0.0,0.0,0.0,0.0,0.0
2023-01-02 14:00:00,Vessel 1,70.4992,0.2598,2.3622,53.8482,6.0199,0.0,5.1902,1.8589,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 14:00:00,Vessel 2,655.8369,1.2254,1.5151,82.1323,0.0,0.0,7.3054,11.0625,276.2977,138.7582,137.5403,0.0,0.0,0.0,0.0,0.0
2023-01-02 15:00:00,Vessel 1,69.6704,0.2207,1.6099,53.608900000000006,6.0342,0.0,5.0911,2.1456,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 15:00:00,Vessel 2,657.9529,1.1184,0.8184,81.274,0.0,0.0,7.3125,11.0344,278.1977,139.0757,139.1218,0.0,0.0,0.0,0.0,0.0
2023-01-02 16:00:00,Vessel 1,69.05369999999999,0.3801,1.038,53.5594,6.0633,0.0,5.2065,1.8464,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 16:00:00,Vessel 2,626.0550999999999,1.3263,1.9421,81.7928,0.0,0.0,7.1756,9.8479,261.9849,127.67830000000001,134.3072,0.0,0.0,0.0,0.0,0.0
2023-01-02 17:00:00,Vessel 1,68.23479999999999,0.7121,0.2576,53.1663,6.0446,0.0,5.2481,1.8460999999999999,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 17:00:00,Vessel 2,597.5036,0.5089,1.3259,81.4299,0.0,0.0,6.4911,10.0998,248.824,118.6922,130.1318,0.0,0.0,0.0,0.0,0.0
2023-01-02 18:00:00,Vessel 1,67.20689999999999,0.5143,0.7242,52.0395,6.0255,0.0,5.0966000000000005,1.8468,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 18:00:00,Vessel 2,599.9557,0.2296,2.5336,80.9144,0.0,0.0,6.1242,9.381,250.3866,121.9966,128.3897,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,Vessel 1,68.4075,0.8834,1.1127,52.6254,6.0125,0.0,4.9623,1.8512,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,Vessel 2,356.36809999999997,0.3327,2.3494,73.48570000000001,0.0,0.0,5.5619,4.6205,133.8681,64.6206,69.2481,0.0,2.1731,0.0,0.0,0.108
2023-01-02 20:00:00,Vessel 1,70.5201,0.8793,1.6822,54.2443,6.0527,0.0,4.8514,1.8502,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00,Vessel 2,95.0403,1.1372,2.3688000000000002,71.9563,0.0,0.0,5.1438,3.6902,3.4137,1.3534,2.0601,0.0,0.4975,0.0,0.211,3.2083
2023-01-02 21:00:00,Vessel 1,74.7456,0.7165,1.7857,58.2035,6.016299999999999,0.0,4.939,2.1246,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00,Vessel 2,95.7714,0.6641,1.5503,69.864,0.0,0.0,4.9615,3.6712,1.5163,0.6314,0.8848,0.0,7.8916,0.2168,3.7873,0.1321
2023-01-02 22:00:00,Vessel 1,75.6374,0.5551,2.7842,58.5602,6.05,0.0,4.8799,1.8479999999999999,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00,Vessel 2,92.8789,0.8131,0.5532,67.2297,0.0,0.0,4.9648,3.6727,2.2232,1.1486,1.0748,0.0,0.0,7.1593,0.0,4.0395
2023-01-02 23:00:00,Vessel 1,73.5834,0.4273,1.8235000000000001,57.6566,6.048,0.0,4.8202,1.8477999999999999,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,Vessel 2,85.69810000000001,0.184,0.6859000000000001,64.7108,0.0,0.0,4.8751,3.6635999999999997,2.4125,1.1353,1.277,0.0,0.0,1.9207,3.742,1.0912
2023-01-03 00:00:00,Vessel 1,74.49709999999999,0.8209,2.1304,58.1436,6.0403,0.0,4.5519,1.8499999999999999,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,Vessel 2,122.26910000000001,0.1271,0.3654,76.829,0.0,0.0,4.6043,3.7356,10.6834,5.6629,5.0202,0.0,4.397,3.8933,3.888,3.0629
2023-01-03 01:00:00,Vessel 1,146.48790000000002,0.9841,1.1033,74.0287,6.0209,0.0,4.4011,3.5455,20.4784,9.4927,10.986,0.0,8.41,3.8442,1.5506,1.6424
2023-01-03 01:00:00,Vessel 2,51.4562,0.0281,0.184,43.6233,0.0,0.0,4.7284,1.9324,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,Vessel 1,408.3698,0.4783,0.7134,66.5828,6.1732,0.0,4.4195,3.9822,163.0103,83.8595,79.1506,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,Vessel 2,50.416700000000006,0.1241,0.3235,42.5296,0.0,0.0,4.6282,1.8513,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,Vessel 1,197.6456,0.1549,0.8146,68.0179,6.0959,0.0,4.4538,3.7582,55.2067,28.9591,26.2479,0.0,1.9956,0.0,1.0053,0.9357
2023-01-03 03:00:00,Vessel 2,48.8667,0.0008,0.1379,41.3506,0.0,0.0,4.5662,1.8512,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,Vessel 1,94.47370000000001,0.0695,0.8297,69.1662,6.0203,0.0,3.9539,3.27,2.0516,1.0287,1.0229,0.0,4.0831,0.0,1.506,1.4718
2023-01-03 04:00:00,Vessel 2,51.0146,0.0173,0.4396,43.0312,0.0,0.0,4.7109,1.8556,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,Vessel 1,64.2762,0.0146,0.5803,51.0876,5.9959,0.0,3.6997999999999998,1.938,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,Vessel 2,53.17510000000001,0.1015,0.8262,44.5662,0.0,0.0,4.8616,1.8596,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,Vessel 1,188.27390000000003,0.0129,0.1936,72.1175,6.0836,0.0,3.4011,3.7412,46.878299999999996,21.5825,25.2958,0.0,5.6292,0.0,1.8897,1.4485000000000001
2023-01-03 06:00:00,Vessel 2,55.6109,0.2715,0.7548,46.7914,0.0,0.0,4.9323,1.9009,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,Vessel 1,469.9844,0.0047,0.3239,63.0445,6.1713000000000005,0.0,3.7066,4.1163,196.3085,97.2756,99.033,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,Vessel 2,57.9955,0.32180000000000003,0.5189,49.204,0.0,0.0,4.9917,1.9990999999999999,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,Vessel 1,476.23440000000005,0.0,0.4905,66.2161,6.1967,0.0,3.6286,8.4501,195.626,99.4216,96.2048,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,Vessel 2,60.9531,0.2985,1.4224999999999999,51.0837,0.0,0.0,5.1856,2.0028,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 09:00:00,Vessel 1,488.1141,0.0933,0.814,70.3651,6.2065,0.0,3.6422,10.3485,198.3226,101.1515,97.1704,0.0,0.0,0.0,0.0,0.0
2023-01-03 09:00:00,Vessel 2,64.279,0.3,2.9477,52.7509,0.0,0.0,5.2996,2.0208,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 10:00:00,Vessel 1,483.7908,0.2602,0.7712,73.3873,6.2004,0.0,3.6456,10.3682,194.579,96.5177,98.0612,0.0,0.0,0.0,0.0,0.0
2023-01-03 10:00:00,Vessel 2,63.1009,0.2617,2.293,52.0474,0.0,0.0,5.526,2.0128,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 11:00:00,Vessel 1,483.1429,0.46599999999999997,0.5977,74.9468,6.2112,0.0,4.0572,10.3623,193.2508,97.3023,95.9486,0.0,0.0,0.0,0.0,0.0
2023-01-03 11:00:00,Vessel 2,61.1438,0.1868,1.5504,50.702799999999996,0.0,0.0,5.7296,2.0142,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 12:00:00,Vessel 1,482.9568,0.2995,2.5606,79.4772,6.1041,0.0,4.8115,10.3577,189.673,96.1632,93.51,0.0,0.0,0.0,0.0,0.0
2023-01-03 12:00:00,Vessel 2,59.8918,0.1372,1.0034,49.8448,0.0,0.0,5.9356,2.0108,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 13:00:00,Vessel 1,480.45269999999994,0.3177,3.3832999999999998,80.25750000000001,5.6652000000000005,0.0,6.0834,10.3527,187.1967,93.7936,93.40259999999999,0.0,0.0,0.0,0.0,0.0
2023-01-03 13:00:00,Vessel 2,61.1847,0.2824,1.229,50.5432,0.0,0.0,6.1569,2.0132,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 14:00:00,Vessel 1,476.0788,0.2687,1.3927,78.2384,5.5772,0.0,6.2254000000000005,10.3515,187.0121,94.0753,92.9375,0.0,0.0,0.0,0.0,0.0
2023-01-03 14:00:00,Vessel 2,61.85040000000001,1.0159,0.9198999999999999,50.7321,0.0,0.0,6.2064,2.0161,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 15:00:00,Vessel 1,475.7395,0.2208,2.6058,79.1124,5.563,0.0,6.1233,10.3352,185.8891,94.09,91.7999,0.0,0.0,0.0,0.0,0.0
2023-01-03 15:00:00,Vessel 2,62.09049999999999,0.8892,0.9682,50.8167,0.0,0.0,6.172,2.2844,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 16:00:00,Vessel 1,472.7653,0.3105,1.9786,80.2704,5.5706,0.0,6.0054,10.3386,184.1458,92.7142,91.4312,0.0,0.0,0.0,0.0,0.0
2023-01-03 16:00:00,Vessel 2,62.39940000000001,0.4021,1.7679,51.3814,0.0,0.0,5.8894,1.9986,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 17:00:00,Vessel 1,472.5792,0.9157,2.6576,80.7556,5.5605,0.0,5.9879999999999995,10.3373,183.1821,90.6005,92.5819,0.0,0.0,0.0,0.0,0.0
2023-01-03 17:00:00,Vessel 2,64.21300000000001,0.2952,2.2225,53.1069,0.0,0.0,5.599,2.0294,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 18:00:00,Vessel 1,468.77130000000005,1.0522,1.2343,78.9413,5.5439,0.0,5.8447,10.3375,182.9087,90.228,92.6807,0.0,0.0,0.0,0.0,0.0
2023-01-03 18:00:00,Vessel 2,65.25089999999999,0.2892,2.7349,53.775,0.0,0.0,5.4576,2.0342000000000002,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 19:00:00,Vessel 1,470.5507,0.8979,1.5167,78.8244,5.5391,0.0,5.5622,10.3331,183.9389,91.0162,92.9222,0.0,0.0,0.0,0.0,0.0
2023-01-03 19:00:00,Vessel 2,64.3055,0.2963,2.0916,53.4856,0.0,0.0,5.4374,2.0346,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 20:00:00,Vessel 1,476.9379,0.361,2.0585,79.8955,5.5716,0.0,5.5293,10.3511,186.5857,90.9643,95.6209,0.0,0.0,0.0,0.0,0.0
2023-01-03 20:00:00,Vessel 2,65.7131,0.9062,2.1812,54.2511,0.0,0.0,5.3747,2.0399,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,Vessel 1,479.9812,0.8371,2.4251,80.7959,5.5235,0.0,5.7867,10.367,187.123,94.3363,92.7866,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,Vessel 2,62.752599999999994,1.0192,1.3949,52.0563,0.0,0.0,5.2938,2.0284,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,Vessel 1,478.479,0.9977,1.7731000000000001,79.9982,5.5313,0.0,5.5607,10.3615,187.1283,95.4839,91.6443,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,Vessel 2,58.55290000000001,0.468,0.7029,49.113,0.0,0.0,5.3053,2.0037,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0
