Start Time,Vessel Name,Total Main Engine Fuel Flow (kg/h),Main Engine 1 Fuel Flow Rate (kg/h),Main Engine 2 Fuel Flow Rate (kg/h),Main Engine 3 Fuel Flow Rate (kg/h),Main Engine 4 Fuel Flow Rate (kg/h)
2023-01-02 04:00:00,Vessel 2,43117.42743,22893.76997,0.0,11852.58043,8371.07703
2023-01-02 05:00:00,Vessel 1,37959.37994,0.0,18253.88995,0.0,19705.48999
2023-01-02 05:00:00,Vessel 2,44468.98001,22947.97997,0.0,21521.00004,0.0
2023-01-02 06:00:00,Vessel 1,38004.09006,0.0,18242.49003,0.0,19761.60003
2023-01-02 06:00:00,Vessel 2,44940.85011,23075.08005,0.0,21865.77006,0.0
2023-01-02 07:00:00,Vessel 1,37731.03004,0.0,18066.760000000002,0.0,19664.27004
2023-01-02 07:00:00,Vessel 2,45232.21006,23100.78005,0.0,22131.43001,0.0
2023-01-02 08:00:00,Vessel 1,37619.57,0.0,18163.16,0.0,19456.41
2023-01-02 08:00:00,Vessel 2,42867.71496,21942.86997,0.0,20924.84499,0.0
2023-01-02 09:00:00,Vessel 1,43388.44703,0.0,17726.09399,21466.95704,4195.396
2023-01-02 09:00:00,Vessel 2,23833.300990000003,20731.79201,412.64399000000003,2688.86499,0.0
2023-01-02 10:00:00,Vessel 1,26244.80593,7734.95599,7595.8089899999995,10914.040949999999,0.0
2023-01-02 10:00:00,Vessel 2,66309.06450000001,24948.80205,17509.75195,23850.5105,0.0
2023-01-02 11:00:00,Vessel 1,16606.928,3198.76402,8382.05799,5026.10599,0.0
2023-01-02 11:00:00,Vessel 2,73353.68006,27071.05004,19040.23002,27242.4,0.0
2023-01-02 12:00:00,Vessel 1,12195.064999999999,0.0,12195.064999999999,0.0,0.0
2023-01-02 12:00:00,Vessel 2,74303.83009,28294.480059999998,18913.57001,27095.78002,0.0
2023-01-02 13:00:00,Vessel 1,12270.649,0.0,12270.649,0.0,0.0
2023-01-02 13:00:00,Vessel 2,74637.71008,28322.83004,19097.5,27217.38004,0.0
2023-01-02 14:00:00,Vessel 1,12030.07602,0.0,12030.07602,0.0,0.0
2023-01-02 14:00:00,Vessel 2,73430.70005,27592.42008,18921.43,26916.84997,0.0
2023-01-02 15:00:00,Vessel 1,13300.73842,0.0,4191.12838,0.0,9109.61004
2023-01-02 15:00:00,Vessel 2,73204.28994,27179.71991,19017.20002,27007.37001,0.0
2023-01-02 16:00:00,Vessel 1,13319.43001,0.0,0.0,0.0,13319.43001
2023-01-02 16:00:00,Vessel 2,70773.60853,25655.54,7594.0211,25150.33995,12373.707480000001
2023-01-02 17:00:00,Vessel 1,13259.51003,0.0,0.0,0.0,13259.51003
2023-01-02 17:00:00,Vessel 2,68630.56010999999,25362.90989,4462.48518,24389.79004,14415.375
2023-01-02 18:00:00,Vessel 1,13017.96005,0.0,0.0,0.0,13017.96005
2023-01-02 18:00:00,Vessel 2,68944.25004,26404.74002,17833.15994,24706.35008,0.0
2023-01-02 19:00:00,Vessel 1,13120.449970000001,0.0,0.0,0.0,13120.449970000001
2023-01-02 19:00:00,Vessel 2,45298.26497,16863.381989999998,11966.87,16468.01298,0.0
2023-01-02 20:00:00,Vessel 1,13465.89001,0.0,0.0,0.0,13465.89001
2023-01-02 20:00:00,Vessel 2,19212.9853,436.3381,9251.86801,401.1692,9123.60999
2023-01-02 21:00:00,Vessel 1,14550.30899,1043.1080000000002,0.0,0.0,13507.20099
2023-01-02 21:00:00,Vessel 2,18098.17971,47.488699999999994,9009.67401,0.0,9041.017
2023-01-02 22:00:00,Vessel 1,14344.529989999999,0.0,0.0,0.0,14344.529989999999
2023-01-02 22:00:00,Vessel 2,17849.382550000002,31.400199999999998,8959.62597,22.526400000000002,8835.82998
2023-01-02 23:00:00,Vessel 1,14130.76003,0.0,0.0,0.0,14130.76003
2023-01-02 23:00:00,Vessel 2,17346.79389,125.3418,8614.52398,8.4741,8598.45401
2023-01-03 00:00:00,Vessel 1,14213.62998,0.0,0.0,0.0,14213.62998
2023-01-03 00:00:00,Vessel 2,22191.85198,7026.47602,1938.9145999999998,7220.92915,6005.53221
2023-01-03 01:00:00,Vessel 1,24672.149859999998,8504.38948,0.0,7787.18938,8380.571
2023-01-03 01:00:00,Vessel 2,10622.85591,219.9325,98.0054,0.0,10304.91801
2023-01-03 02:00:00,Vessel 1,46591.31999,23497.88998,0.0,23093.43001,0.0
2023-01-03 02:00:00,Vessel 2,10214.828019999999,26.426000000000002,31.693299999999997,5.0577,10151.65102
2023-01-03 03:00:00,Vessel 1,29038.076,12812.54702,0.0,12546.09,3679.43898
2023-01-03 03:00:00,Vessel 2,10044.97547,0.0,66.4805,0.0,9978.49497
2023-01-03 04:00:00,Vessel 1,19560.77901,6470.37601,0.0,4412.85501,8677.54799
2023-01-03 04:00:00,Vessel 2,10343.298499999999,0.8964,117.1391,15.159,10210.104
2023-01-03 05:00:00,Vessel 1,12960.530030000002,267.878,0.0,0.0,12692.652030000001
2023-01-03 05:00:00,Vessel 2,10574.825620000001,0.0,104.0072,5.0354,10465.78302
2023-01-03 06:00:00,Vessel 1,28631.966979999997,11837.91697,0.0,10656.149010000001,6137.901
2023-01-03 06:00:00,Vessel 2,10975.99451,0.0,81.2659,2.8066,10891.92201
2023-01-03 07:00:00,Vessel 1,52240.430049999995,26276.21,0.0,25964.22005,0.0
2023-01-03 07:00:00,Vessel 2,11698.264410000002,0.0,91.1064,14.679,11592.479010000001
2023-01-03 08:00:00,Vessel 1,52600.21009,26453.31999,0.0,26146.8901,0.0
2023-01-03 08:00:00,Vessel 2,12153.251170000001,5.8031,85.8211,0.0,12061.626970000001
2023-01-03 09:00:00,Vessel 1,53771.029989999995,27097.379969999998,0.0,26673.65002,0.0
2023-01-03 09:00:00,Vessel 2,12645.274920000002,0.0,67.5089,0.0,12577.766020000001
2023-01-03 10:00:00,Vessel 1,53757.74005,27066.08001,0.0,26691.66004,0.0
2023-01-03 10:00:00,Vessel 2,12657.21496,0.0,115.426,0.0,12541.78896
2023-01-03 11:00:00,Vessel 1,53905.9501,27105.55,0.0,26800.4001,0.0
2023-01-03 11:00:00,Vessel 2,12214.09694,14.211,73.364,0.0,12126.521939999999
2023-01-03 12:00:00,Vessel 1,53915.66003,27188.62005,0.0,26727.03998,0.0
2023-01-03 12:00:00,Vessel 2,11691.41876,0.0,16.8907,0.0,11674.52806
2023-01-03 13:00:00,Vessel 1,53781.500100000005,27065.230040000002,0.0,26716.27006,0.0
2023-01-03 13:00:00,Vessel 2,12040.88011,0.0,47.9264,5.1927,11987.76101
2023-01-03 14:00:00,Vessel 1,53316.47997,26823.26999,0.0,26493.20998,0.0
2023-01-03 14:00:00,Vessel 2,12175.4527,0.0,68.6647,0.0,12106.788
2023-01-03 15:00:00,Vessel 1,53270.260089999996,26879.09001,0.0,26391.17008,0.0
2023-01-03 15:00:00,Vessel 2,12146.11695,0.0,3153.03091,0.0,8993.08604
2023-01-03 16:00:00,Vessel 1,53031.25001,26707.57002,0.0,26323.67999,0.0
2023-01-03 16:00:00,Vessel 2,11735.42349,37.9725,11678.47999,18.971,0.0
2023-01-03 17:00:00,Vessel 1,53004.1901,26717.90002,0.0,26286.29008,0.0
2023-01-03 17:00:00,Vessel 2,12049.36268,99.5307,11949.83198,0.0,0.0
2023-01-03 18:00:00,Vessel 1,52722.89001,26536.93996,0.0,26185.95005,0.0
2023-01-03 18:00:00,Vessel 2,12133.78795,72.4689,12061.31905,0.0,0.0
2023-01-03 19:00:00,Vessel 1,52873.73,26622.65003,0.0,26251.079970000003,0.0
2023-01-03 19:00:00,Vessel 2,12109.346070000001,81.3381,12011.12897,16.879,0.0
2023-01-03 20:00:00,Vessel 1,53487.80994,26916.83997,0.0,26570.96997,0.0
2023-01-03 20:00:00,Vessel 2,12198.901119999999,86.8851,12112.01602,0.0,0.0
2023-01-03 21:00:00,Vessel 1,53810.79996,27071.059979999998,0.0,26739.73998,0.0
2023-01-03 21:00:00,Vessel 2,11973.976480000001,114.7895,11859.18698,0.0,0.0
2023-01-03 22:00:00,Vessel 1,53660.439889999994,27033.57996,0.0,26626.85993,0.0
2023-01-03 22:00:00,Vessel 2,11371.463,0.0,11371.463,0.0,0.0
2023-01-03 23:00:00,Vessel 1,52905.72,26676.24998,0.0,26229.47002,0.0
2023-01-03 23:00:00,Vessel 2,11070.05779,82.0728,10987.98499,0.0,0.0
2023-01-04 00:00:00,Vessel 1,52930.32011,26660.470090000003,0.0,26269.85002,0.0
2023-01-04 00:00:00,Vessel 2,10815.24134,160.83429999999998,10654.40704,0.0,0.0
2023-01-04 01:00:00,Vessel 1,53004.87999,26726.87001,0.0,26278.00998,0.0
2023-01-04 01:00:00,Vessel 2,10691.56899,198.599,10492.96999,0.0,0.0
2023-01-04 02:00:00,Vessel 1,52673.92004,26566.61,0.0,26107.31004,0.0
2023-01-04 02:00:00,Vessel 2,10318.39419,112.4583,10204.01699,1.9189,0.0
2023-01-04 03:00:00,Vessel 1,52355.15994,26381.089930000002,0.0,25974.07001,0.0
2023-01-04 03:00:00,Vessel 2,10165.0428,76.7798,10088.262999999999,0.0,0.0
2023-01-04 04:00:00,Vessel 1,52138.37992,26247.06994,0.0,25891.309979999998,0.0
2023-01-04 04:00:00,Vessel 2,10410.526820000001,94.4958,10316.03102,0.0,0.0
2023-01-04 05:00:00,Vessel 1,51844.65981,26118.23988,0.0,25726.41993,0.0
2023-01-04 05:00:00,Vessel 2,10588.19382,96.08279999999999,10492.11102,0.0,0.0
2023-01-04 06:00:00,Vessel 1,51629.51006,26015.39014,0.0,25614.11992,0.0
2023-01-04 06:00:00,Vessel 2,10950.86419,61.7522,10889.11199,0.0,0.0
2023-01-04 07:00:00,Vessel 1,52860.909960000005,26659.30999,0.0,26201.59997,0.0
2023-01-04 07:00:00,Vessel 2,11265.66498,110.80199999999999,11154.86298,0.0,0.0
2023-01-04 08:00:00,Vessel 1,53162.509900000005,26764.09991,0.0,26398.40999,0.0
2023-01-04 08:00:00,Vessel 2,11813.50146,47.2485,11766.25296,0.0,0.0
2023-01-04 09:00:00,Vessel 1,53406.70999,26909.58997,0.0,26497.120020000002,0.0
2023-01-04 09:00:00,Vessel 2,11997.29102,6.843,11990.44802,0.0,0.0
2023-01-04 10:00:00,Vessel 1,53315.82002,26858.48002,0.0,26457.34,0.0
2023-01-04 10:00:00,Vessel 2,11959.248379999999,70.2264,11889.02198,0.0,0.0
2023-01-04 11:00:00,Vessel 1,53742.40991,27094.85998,0.0,26647.54993,0.0
2023-01-04 11:00:00,Vessel 2,11977.00768,810.6667,11166.34098,0.0,0.0
2023-01-04 12:00:00,Vessel 1,53418.49001,26949.81997,0.0,26468.67004,0.0
2023-01-04 12:00:00,Vessel 2,12918.93618,2101.0262000000002,10817.90998,0.0,0.0
2023-01-04 13:00:00,Vessel 1,53405.799979999996,26906.30996,0.0,26499.49002,0.0
2023-01-04 13:00:00,Vessel 2,16394.65401,2976.94299,10543.81302,2873.898,0.0
2023-01-04 14:00:00,Vessel 1,53603.39005,27024.14001,0.0,26579.25004,0.0
2023-01-04 14:00:00,Vessel 2,39356.89998,19742.63198,706.352,18907.916,0.0
2023-01-04 15:00:00,Vessel 1,53454.79992,26943.42992,0.0,26511.37,0.0
2023-01-04 15:00:00,Vessel 2,47036.42004,23962.39003,0.0,23074.03001,0.0
2023-01-04 16:00:00,Vessel 1,53328.40002,26865.19997,0.0,26463.20005,0.0
2023-01-04 16:00:00,Vessel 2,46065.00004,23534.09999,0.0,22530.90005,0.0
2023-01-04 17:00:00,Vessel 1,52593.229980000004,26464.80994,0.0,26128.42004,0.0
2023-01-04 17:00:00,Vessel 2,45603.65004,23347.81999,0.0,22255.83005,0.0
2023-01-04 18:00:00,Vessel 1,52646.86005,26539.82003,0.0,26107.04002,0.0
2023-01-04 18:00:00,Vessel 2,45838.26,23510.92998,0.0,22327.33002,0.0
2023-01-04 19:00:00,Vessel 1,53511.05002,26993.46998,0.0,26517.58004,0.0
2023-01-04 19:00:00,Vessel 2,45764.73002,23372.15001,0.0,22392.58001,0.0
2023-01-04 20:00:00,Vessel 1,54095.6799,27268.90998,0.0,26826.76992,0.0
2023-01-04 20:00:00,Vessel 2,45835.91,23372.82,0.0,22463.09,0.0
2023-01-04 21:00:00,Vessel 1,53845.02998,27114.36998,0.0,26730.66,0.0
2023-01-04 21:00:00,Vessel 2,45906.45003,23449.29,0.0,22457.16003,0.0
2023-01-04 22:00:00,Vessel 1,54094.57991,27245.05992,0.0,26849.51999,0.0
2023-01-04 22:00:00,Vessel 2,45170.77991,23017.94998,0.0,22152.82993,0.0
2023-01-04 23:00:00,Vessel 1,53597.800010000006,26979.17004,0.0,26618.62997,0.0
2023-01-04 23:00:00,Vessel 2,44646.59003,22825.49002,0.0,21821.10001,0.0
2023-01-05 00:00:00,Vessel 1,52890.65013,26688.6101,0.0,26202.04003,0.0
2023-01-05 00:00:00,Vessel 2,44064.96011,22433.88006,0.0,21631.08005,0.0
2023-01-05 01:00:00,Vessel 1,52861.16997,26651.02001,0.0,26210.149960000002,0.0
2023-01-05 01:00:00,Vessel 2,44016.46006,22449.31002,0.0,21567.15004,0.0
2023-01-05 02:00:00,Vessel 1,53131.59,26781.33994,0.0,26350.25006,0.0
2023-01-05 02:00:00,Vessel 2,23767.85681,19160.24001,0.0,4607.6168,0.0
2023-01-05 03:00:00,Vessel 1,52952.3401,26682.74005,0.0,26269.60005,0.0
2023-01-05 03:00:00,Vessel 2,18847.755999999998,18834.35,0.0,13.406,0.0
2023-01-05 04:00:00,Vessel 1,52688.079939999996,26563.83996,0.0,26124.23998,0.0
2023-01-05 04:00:00,Vessel 2,19304.409920000002,19295.50992,0.0,8.9,0.0
2023-01-05 05:00:00,Vessel 1,52707.28988,26567.83993,0.0,26139.449950000002,0.0
2023-01-05 05:00:00,Vessel 2,19117.73999,19117.73999,0.0,0.0,0.0
2023-01-05 06:00:00,Vessel 1,53043.850080000004,26781.70003,0.0,26262.15005,0.0
2023-01-05 06:00:00,Vessel 2,19078.67398,18042.03198,185.434,851.208,0.0
2023-01-05 07:00:00,Vessel 1,52333.45986,26396.58998,0.0,25936.86988,0.0
2023-01-05 07:00:00,Vessel 2,20137.20681,5802.4098,8013.03799,6321.75902,0.0
2023-01-05 08:00:00,Vessel 1,53290.71003,26830.79,0.0,26459.92003,0.0
2023-01-05 08:00:00,Vessel 2,11837.613080000001,31.9711,11805.64198,0.0,0.0
2023-01-05 09:00:00,Vessel 1,53486.08991,26915.68,0.0,26570.409910000002,0.0
2023-01-05 09:00:00,Vessel 2,12264.54558,15.362599999999999,12249.18298,0.0,0.0
2023-01-05 10:00:00,Vessel 1,53754.589949999994,27105.39995,0.0,26649.19,0.0
2023-01-05 10:00:00,Vessel 2,12155.391590000001,9.1766,12131.431990000001,14.783,0.0
2023-01-05 11:00:00,Vessel 1,62981.686969999995,25542.79998,0.0,25155.47998,12283.407009999999
2023-01-05 11:00:00,Vessel 2,11925.53941,26.692700000000002,11893.23001,5.6167,0.0
2023-01-05 12:00:00,Vessel 1,72332.05003,26436.65,0.0,26114.23003,19781.17
2023-01-05 12:00:00,Vessel 2,11944.70651,24.985500000000002,11919.72101,0.0,0.0
2023-01-05 13:00:00,Vessel 1,72637.54001000001,26674.109940000002,0.0,26304.69007,19658.74
2023-01-05 13:00:00,Vessel 2,12168.652600000001,5.1188,12161.799,1.7348,0.0
2023-01-05 14:00:00,Vessel 1,73088.67996,26791.51,0.0,26468.239990000002,19828.92997
2023-01-05 14:00:00,Vessel 2,12420.568150000001,18.1512,12341.48595,60.931,0.0
2023-01-05 15:00:00,Vessel 1,72923.76012,26685.000060000002,0.0,26267.66002,19971.10004
2023-01-05 15:00:00,Vessel 2,12290.916409999998,28.4744,12262.442009999999,0.0,0.0
2023-01-05 16:00:00,Vessel 1,72261.8501,26462.44006,0.0,26075.32002,19724.09002
2023-01-05 16:00:00,Vessel 2,12719.56453,966.3854999999999,11753.17903,0.0,0.0
2023-01-05 17:00:00,Vessel 1,60155.135350000004,25958.29006,0.0,25575.719960000002,8621.12533
2023-01-05 17:00:00,Vessel 2,13680.90479,17.135800000000003,11757.88099,1905.888,0.0
2023-01-05 18:00:00,Vessel 1,53523.389989999996,26953.01,0.0,26570.37999,0.0
2023-01-05 18:00:00,Vessel 2,22394.20432,20.1571,1799.48721,20574.56001,0.0
2023-01-05 19:00:00,Vessel 1,65389.124930000005,25718.83003,14264.46499,25405.82991,0.0
2023-01-05 19:00:00,Vessel 2,22022.03112,0.0,118.6111,21903.42002,0.0
2023-01-05 20:00:00,Vessel 1,71693.13985,26780.75992,18465.63994,26446.73999,0.0
2023-01-05 20:00:00,Vessel 2,21576.68692,0.0,46.7069,21529.98002,0.0
2023-01-05 21:00:00,Vessel 1,72295.55997,26921.50996,18772.55002,26601.49999,0.0
2023-01-05 21:00:00,Vessel 2,21412.68061,0.0,64.8706,21347.81001,0.0
2023-01-05 22:00:00,Vessel 1,72161.36989,26888.58991,18590.77001,26682.00997,0.0
2023-01-05 22:00:00,Vessel 2,20600.00909,0.0,58.2191,20541.78999,0.0
2023-01-05 23:00:00,Vessel 1,71795.01003,26883.83998,18375.47998,26535.69007,0.0
2023-01-05 23:00:00,Vessel 2,20388.81746,0.0,1.9375,20386.87996,0.0
2023-01-06 00:00:00,Vessel 1,71539.89994999999,26619.16996,18600.54002,26320.18997,0.0
2023-01-06 00:00:00,Vessel 2,21440.26853,0.0,59.7186,21380.54993,0.0
2023-01-06 01:00:00,Vessel 1,70821.76002,26506.52998,18138.04003,26177.190010000002,0.0
2023-01-06 01:00:00,Vessel 2,22040.726169999998,1914.141,85.7702,20040.81497,0.0
2023-01-06 02:00:00,Vessel 1,70250.98991999999,26305.99988,18020.75998,25924.23006,0.0
2023-01-06 02:00:00,Vessel 2,45334.70998,23341.42995,0.0,21993.280029999998,0.0
2023-01-06 03:00:00,Vessel 1,70088.46989000001,26128.919990000002,18179.97001,25779.57989,0.0
2023-01-06 03:00:00,Vessel 2,44862.34003000001,23146.87997,0.0,21715.46006,0.0
2023-01-06 04:00:00,Vessel 1,69614.69992,25992.13996,17979.01999,25643.53997,0.0
2023-01-06 04:00:00,Vessel 2,44411.01,22786.17003,0.0,21624.83997,0.0
2023-01-06 05:00:00,Vessel 1,69669.37026,26034.48003,17883.83001,25751.06022,0.0
2023-01-06 05:00:00,Vessel 2,39998.779989999995,20344.50999,0.0,19654.27,0.0
2023-01-06 06:00:00,Vessel 1,71396.72004000001,26568.62004,18459.63002,26368.46998,0.0
2023-01-06 06:00:00,Vessel 2,27672.646979999998,11208.35098,5282.362,11181.934,0.0
2023-01-06 07:00:00,Vessel 1,71948.93999,26855.01003,18537.70996,26556.219999999998,0.0
2023-01-06 07:00:00,Vessel 2,14566.246219999999,1745.22719,10658.49103,2162.528,0.0
2023-01-06 08:00:00,Vessel 1,72137.17998,26981.55001,18415.239990000002,26740.38998,0.0
2023-01-06 08:00:00,Vessel 2,12283.02329,859.6503,11423.37299,0.0,0.0
2023-01-06 09:00:00,Vessel 1,72294.94000999999,26956.20997,18699.72,26639.01004,0.0
2023-01-06 09:00:00,Vessel 2,12386.83924,111.1782,12275.661039999999,0.0,0.0
2023-01-06 10:00:00,Vessel 1,72088.44013,26912.28014,18596.89,26579.26999,0.0
2023-01-06 10:00:00,Vessel 2,12403.10049,107.1255,12295.97499,0.0,0.0
2023-01-06 11:00:00,Vessel 1,71055.19,26584.55003,18169.40003,26301.23994,0.0
2023-01-06 11:00:00,Vessel 2,12596.79859,31.6316,12565.16699,0.0,0.0
2023-01-06 12:00:00,Vessel 1,71327.32002000001,26676.24994,18265.61003,26385.46005,0.0
2023-01-06 12:00:00,Vessel 2,12577.945310000001,65.7623,12512.18301,0.0,0.0
2023-01-06 13:00:00,Vessel 1,71911.88002,26733.43,18721.65002,26456.8,0.0
2023-01-06 13:00:00,Vessel 2,12566.091380000002,92.3934,12473.69798,0.0,0.0
2023-01-06 14:00:00,Vessel 1,62991.40799,25930.82999,5842.53,25570.34999,5647.69801
2023-01-06 14:00:00,Vessel 2,12511.22175,96.8708,12414.35095,0.0,0.0
2023-01-06 15:00:00,Vessel 1,71949.39975000001,26306.39989,0.0,25934.12991,19708.86995
2023-01-06 15:00:00,Vessel 2,12089.195979999999,23.326,12065.86998,0.0,0.0
2023-01-06 16:00:00,Vessel 1,72994.06,26735.57993,0.0,26381.45003,19877.03004
2023-01-06 16:00:00,Vessel 2,12942.33532,970.0363,11972.29902,0.0,0.0
2023-01-06 17:00:00,Vessel 1,73029.73991,26806.31997,0.0,26450.65998,19772.75996
2023-01-06 17:00:00,Vessel 2,12596.50662,54.2616,12531.98202,10.263,0.0
2023-01-06 18:00:00,Vessel 1,72808.20001,26832.010000000002,0.0,26362.63002,19613.55999
2023-01-06 18:00:00,Vessel 2,14476.04074,1432.752,11072.94905,1970.33969,0.0
2023-01-06 19:00:00,Vessel 1,73505.43008,27037.73,0.0,26589.520089999998,19878.17999
2023-01-06 19:00:00,Vessel 2,27858.82073,19101.81092,1906.70751,6850.3023,0.0
2023-01-06 20:00:00,Vessel 1,73740.51003,27106.15997,0.0,26554.02006,20080.33
2023-01-06 20:00:00,Vessel 2,26615.40023,26539.90003,72.1118,3.3884,0.0
2023-01-06 21:00:00,Vessel 1,73581.88003,27067.149989999998,0.0,26437.35003,20077.38001
2023-01-06 21:00:00,Vessel 2,25898.725580000002,25836.83998,61.8856,0.0,0.0
2023-01-06 22:00:00,Vessel 1,72699.19983,26687.75988,0.0,26159.68998,19851.74997
2023-01-06 22:00:00,Vessel 2,25406.541780000003,25381.59988,24.9419,0.0,0.0
2023-01-06 23:00:00,Vessel 1,64036.02604,25182.00001,16932.05103,3216.96298,18705.012020000002
2023-01-06 23:00:00,Vessel 2,25037.44495,24970.98995,66.455,0.0,0.0
2023-01-07 00:00:00,Vessel 1,64855.61989999999,26707.2299,18253.00001,0.0,19895.38999
2023-01-07 00:00:00,Vessel 2,24889.91498,24874.90998,15.005,0.0,0.0
2023-01-07 01:00:00,Vessel 1,64553.85,26446.95998,18317.95003,0.0,19788.93999
2023-01-07 01:00:00,Vessel 2,25225.422280000003,25196.76998,28.652299999999997,0.0,0.0
